nm, A
607.000000, -0.000053
606.000000, -0.000150
605.000000, -0.000004
604.000000, -0.000049
603.000000, -0.000022
602.000000, 0.000080
601.000000, 0.000022
600.000000, 0.000088
599.000000, 0.000133
598.000000, 0.000181
597.000000, 0.000203
596.000000, 0.000208
595.000000, 0.000252
594.000000, 0.000376
593.000000, 0.000447
592.000000, 0.000505
591.000000, 0.000514
590.000000, 0.000563
589.000000, 0.000666
588.000000, 0.000573
587.000000, 0.000738
586.000000, 0.000721
585.000000, 0.000980
584.000000, 0.000919
583.000000, 0.000884
582.000000, 0.000957
581.000000, 0.001209
580.000000, 0.001089
579.000000, 0.001270
578.000000, 0.001276
577.000000, 0.001462
576.000000, 0.001495
575.000000, 0.001663
574.000000, 0.001601
573.000000, 0.001792
572.000000, 0.001907
571.000000, 0.001958
570.000000, 0.002067
569.000000, 0.001996
568.000000, 0.002287
567.000000, 0.002379
566.000000, 0.002393
565.000000, 0.002603
564.000000, 0.002690
563.000000, 0.002863
562.000000, 0.003037
561.000000, 0.003147
560.000000, 0.003316
559.000000, 0.003444
558.000000, 0.003780
557.000000, 0.003911
556.000000, 0.004099
555.000000, 0.004194
554.000000, 0.004586
553.000000, 0.004833
552.000000, 0.005065
551.000000, 0.005434
550.000000, 0.005645
549.000000, 0.006020
548.000000, 0.006421
547.000000, 0.006883
546.000000, 0.007285
545.000000, 0.007962
544.000000, 0.008572
543.000000, 0.009435
542.000000, 0.010305
541.000000, 0.011225
540.000000, 0.012337
539.000000, 0.013779
538.000000, 0.015420
537.000000, 0.017318
536.000000, 0.019542
535.000000, 0.022158
534.000000, 0.025240
533.000000, 0.029027
532.000000, 0.033468
531.000000, 0.038778
530.000000, 0.045118
529.000000, 0.052690
528.000000, 0.061734
527.000000, 0.072666
526.000000, 0.085639
525.000000, 0.101195
524.000000, 0.119789
523.000000, 0.141592
522.000000, 0.167623
521.000000, 0.198478
520.000000, 0.234570
519.000000, 0.277119
518.000000, 0.326559
517.000000, 0.383631
516.000000, 0.449866
515.000000, 0.525359
514.000000, 0.610557
513.000000, 0.706586
512.000000, 0.813364
511.000000, 0.931709
510.000000, 1.061518
509.000000, 1.200312
508.000000, 1.348239
507.000000, 1.500803
506.000000, 1.657189
505.000000, 1.809050
504.000000, 1.955386
503.000000, 2.090567
502.000000, 2.208132
501.000000, 2.307379
500.000000, 2.388344
499.000000, 2.446027
498.000000, 2.500835
497.000000, 2.531821
496.000000, 2.553766
495.000000, 2.565206
494.000000, 2.563634
493.000000, 2.568651
492.000000, 2.560419
491.000000, 2.541251
490.000000, 2.511210
489.000000, 2.485708
488.000000, 2.437737
487.000000, 2.390025
486.000000, 2.323677
485.000000, 2.251486
484.000000, 2.169235
483.000000, 2.084635
482.000000, 1.997372
481.000000, 1.909942
480.000000, 1.821664
479.000000, 1.738266
478.000000, 1.657755
477.000000, 1.583171
476.000000, 1.515581
475.000000, 1.452812
474.000000, 1.398111
473.000000, 1.348530
472.000000, 1.304090
471.000000, 1.264799
470.000000, 1.229519
469.000000, 1.196730
468.000000, 1.166806
467.000000, 1.137813
466.000000, 1.109266
465.000000, 1.080445
464.000000, 1.050964
463.000000, 1.019737
462.000000, 0.987606
461.000000, 0.952949
460.000000, 0.916844
459.000000, 0.878311
458.000000, 0.839848
457.000000, 0.800285
456.000000, 0.760122
455.000000, 0.719752
454.000000, 0.680208
453.000000, 0.641139
452.000000, 0.603514
451.000000, 0.566878
450.000000, 0.532204
449.000000, 0.499489
448.000000, 0.468817
447.000000, 0.440248
446.000000, 0.414256
445.000000, 0.389895
444.000000, 0.367606
443.000000, 0.347210
442.000000, 0.328475
441.000000, 0.311461
440.000000, 0.295570
439.000000, 0.281247
438.000000, 0.267689
437.000000, 0.255079
436.000000, 0.243021
435.000000, 0.231604
434.000000, 0.220537
433.000000, 0.210084
432.000000, 0.199532
431.000000, 0.189452
430.000000, 0.179756
429.000000, 0.170287
428.000000, 0.161108
427.000000, 0.152286
426.000000, 0.143678
425.000000, 0.136146
424.000000, 0.128528
423.000000, 0.121202
422.000000, 0.114991
421.000000, 0.108978
420.000000, 0.103336
419.000000, 0.098385
418.000000, 0.093837
417.000000, 0.089846
416.000000, 0.086395
415.000000, 0.083126
414.000000, 0.080368
413.000000, 0.078078
412.000000, 0.076094
411.000000, 0.074420
410.000000, 0.072920
409.000000, 0.071570
408.000000, 0.070734
407.000000, 0.069896
406.000000, 0.069152
405.000000, 0.068643
404.000000, 0.068237
403.000000, 0.067873
402.000000, 0.067578
401.000000, 0.067477
400.000000, 0.067288
399.000000, 0.067170
398.000000, 0.067298
397.000000, 0.067664
396.000000, 0.067995
395.000000, 0.068248
394.000000, 0.068596
393.000000, 0.069156
392.000000, 0.069798
391.000000, 0.070286
390.000000, 0.071205
389.000000, 0.071867
388.000000, 0.072626
387.000000, 0.073523
386.000000, 0.074197
385.000000, 0.074995
384.000000, 0.073877
383.000000, 0.071044
382.000000, 0.072334
381.000000, 0.072534
380.000000, 0.072991
379.000000, 0.072933
378.000000, 0.072870
377.000000, 0.073358
376.000000, 0.072665
375.000000, 0.072746
374.000000, 0.072116
373.000000, 0.071869
372.000000, 0.070966
371.000000, 0.070718
370.000000, 0.070013
369.000000, 0.069497
368.000000, 0.069241
367.000000, 0.068886
366.000000, 0.068577
365.000000, 0.068325
364.000000, 0.068534
363.000000, 0.068351
362.000000, 0.068622
361.000000, 0.068625
360.000000, 0.069397
359.000000, 0.069498
358.000000, 0.070489
357.000000, 0.071222
356.000000, 0.072724
355.000000, 0.074131
354.000000, 0.076224
353.000000, 0.078637
352.000000, 0.081677
351.000000, 0.085097
350.000000, 0.089013
