Labels,1e lifetime,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,49.987793,
Step,0.012207031,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts,

21.887207,2.79000000E+2,
21.899414,2.53000000E+2,
21.911621,2.76000000E+2,
21.923828,2.43000000E+2,
21.936035,2.57000000E+2,
21.948242,2.86000000E+2,
21.960449,2.21000000E+2,
21.972656,2.62000000E+2,
21.984863,2.40000000E+2,
21.997070,2.47000000E+2,
22.009277,2.47000000E+2,
22.021484,2.43000000E+2,
22.033691,2.61000000E+2,
22.04590,2.54000000E+2,
22.058105,2.52000000E+2,
22.070313,2.48000000E+2,
22.082520,2.61000000E+2,
22.094727,2.29000000E+2,
22.106934,2.59000000E+2,
22.119141,2.71000000E+2,
22.131348,2.70000000E+2,
22.143555,2.52000000E+2,
22.155762,2.56000000E+2,
22.167969,2.49000000E+2,
22.180176,2.41000000E+2,
22.192383,2.58000000E+2,
22.204590,2.76000000E+2,
22.21680,2.41000000E+2,
22.2290,2.33000000E+2,
22.241211,2.60000000E+2,
22.253418,1.95000000E+2,
22.265625,2.41000000E+2,
22.277832,2.59000000E+2,
22.290039,2.31000000E+2,
22.302246,2.63000000E+2,
22.314453,2.36000000E+2,
22.326660,2.40000000E+2,
22.338867,2.58000000E+2,
22.351074,2.62000000E+2,
22.363281,2.27000000E+2,
22.375488,2.43000000E+2,
22.38770,2.42000000E+2,
22.39990,2.30000000E+2,
22.412109,2.49000000E+2,
22.424316,2.29000000E+2,
22.436523,2.56000000E+2,
22.448730,2.49000000E+2,
22.460938,2.48000000E+2,
22.473145,2.48000000E+2,
22.485352,2.36000000E+2,
22.497559,2.47000000E+2,
22.509766,2.38000000E+2,
22.521973,2.50000000E+2,
22.534180,2.03000000E+2,
22.546387,2.39000000E+2,
22.558594,2.35000000E+2,
22.57080,2.48000000E+2,
22.583008,2.41000000E+2,
22.595215,2.28000000E+2,
22.607422,2.48000000E+2,
22.619629,2.57000000E+2,
22.631836,2.32000000E+2,
22.644043,2.45000000E+2,
22.656250,2.35000000E+2,
22.668457,2.56000000E+2,
22.680664,2.25000000E+2,
22.692871,2.33000000E+2,
22.705078,2.34000000E+2,
22.717285,2.19000000E+2,
22.729492,2.54000000E+2,
22.74170,2.42000000E+2,
22.753906,2.64000000E+2,
22.766113,2.63000000E+2,
22.778320,2.51000000E+2,
22.790527,2.01000000E+2,
22.802734,2.67000000E+2,
22.814941,2.20000000E+2,
22.827148,2.50000000E+2,
22.839355,2.36000000E+2,
22.851563,2.44000000E+2,
22.863770,2.35000000E+2,
22.875977,2.36000000E+2,
22.888184,2.10000000E+2,
22.900391,2.20000000E+2,
22.91260,2.35000000E+2,
22.92480,2.26000000E+2,
22.937012,2.53000000E+2,
22.949219,2.04000000E+2,
22.961426,2.30000000E+2,
22.973633,2.21000000E+2,
22.985840,2.42000000E+2,
22.998047,2.32000000E+2,
23.010254,2.49000000E+2,
23.022461,2.38000000E+2,
23.034668,2.44000000E+2,
23.046875,2.11000000E+2,
23.059082,2.47000000E+2,
23.071289,2.36000000E+2,
23.08350,2.53000000E+2,
23.09570,2.54000000E+2,
23.107910,2.40000000E+2,
23.120117,2.12000000E+2,
23.132324,2.19000000E+2,
23.144531,2.08000000E+2,
23.156738,2.37000000E+2,
23.168945,2.23000000E+2,
23.181152,2.23000000E+2,
23.193359,2.08000000E+2,
23.205566,2.21000000E+2,
23.217773,2.22000000E+2,
23.229980,2.38000000E+2,
23.242188,2.16000000E+2,
23.254395,2.12000000E+2,
23.26660,2.38000000E+2,
23.278809,2.40000000E+2,
23.291016,2.29000000E+2,
23.303223,2.28000000E+2,
23.315430,2.30000000E+2,
23.327637,2.08000000E+2,
23.339844,2.45000000E+2,
23.352051,2.28000000E+2,
23.364258,2.25000000E+2,
23.376465,2.57000000E+2,
23.388672,2.19000000E+2,
23.400879,2.22000000E+2,
23.413086,2.35000000E+2,
23.425293,2.26000000E+2,
23.43750,2.03000000E+2,
23.449707,2.00000000E+2,
23.461914,2.20000000E+2,
23.474121,2.40000000E+2,
23.486328,2.18000000E+2,
23.498535,2.12000000E+2,
23.510742,2.29000000E+2,
23.522949,2.15000000E+2,
23.535156,2.33000000E+2,
23.547363,2.41000000E+2,
23.559570,2.15000000E+2,
23.571777,2.18000000E+2,
23.583984,2.23000000E+2,
23.596191,2.24000000E+2,
23.60840,2.22000000E+2,
23.620605,2.03000000E+2,
23.632813,2.25000000E+2,
23.645020,2.39000000E+2,
23.657227,2.41000000E+2,
23.669434,1.98000000E+2,
23.681641,2.39000000E+2,
23.693848,2.10000000E+2,
23.706055,2.08000000E+2,
23.718262,1.78000000E+2,
23.730469,2.29000000E+2,
23.742676,2.11000000E+2,
23.754883,2.34000000E+2,
23.767090,2.23000000E+2,
23.77930,2.26000000E+2,
23.79150,2.16000000E+2,
23.803711,2.18000000E+2,
23.815918,2.29000000E+2,
23.828125,2.26000000E+2,
23.840332,2.26000000E+2,
23.852539,2.14000000E+2,
23.864746,2.18000000E+2,
23.876953,2.46000000E+2,
23.889160,2.11000000E+2,
23.901367,2.04000000E+2,
23.913574,2.10000000E+2,
23.925781,2.15000000E+2,
23.937988,2.08000000E+2,
23.95020,2.01000000E+2,
23.96240,1.85000000E+2,
23.974609,2.29000000E+2,
23.986816,2.31000000E+2,
23.999023,2.28000000E+2,
24.011230,2.05000000E+2,
24.023438,1.93000000E+2,
24.035645,2.15000000E+2,
24.047852,2.04000000E+2,
24.060059,2.27000000E+2,
24.072266,2.28000000E+2,
24.084473,1.98000000E+2,
24.096680,2.31000000E+2,
24.108887,2.05000000E+2,
24.121094,2.04000000E+2,
24.13330,2.15000000E+2,
24.145508,2.21000000E+2,
24.157715,2.08000000E+2,
24.169922,2.16000000E+2,
24.182129,2.02000000E+2,
24.194336,1.99000000E+2,
24.206543,2.06000000E+2,
24.218750,1.87000000E+2,
24.230957,1.78000000E+2,
24.243164,1.99000000E+2,
24.255371,2.13000000E+2,
24.267578,2.21000000E+2,
24.279785,2.51000000E+2,
24.291992,1.93000000E+2,
24.30420,2.03000000E+2,
24.316406,2.18000000E+2,
24.328613,2.21000000E+2,
24.340820,2.02000000E+2,
24.353027,2.12000000E+2,
24.365234,2.10000000E+2,
24.377441,1.89000000E+2,
24.389648,1.99000000E+2,
24.401855,1.87000000E+2,
24.414063,2.05000000E+2,
24.426270,1.95000000E+2,
24.438477,2.00000000E+2,
24.450684,2.03000000E+2,
24.462891,2.24000000E+2,
24.47510,1.99000000E+2,
24.48730,2.04000000E+2,
24.499512,1.92000000E+2,
24.511719,2.37000000E+2,
24.523926,1.87000000E+2,
24.536133,2.10000000E+2,
24.548340,2.04000000E+2,
24.560547,1.95000000E+2,
24.572754,1.95000000E+2,
24.584961,1.88000000E+2,
24.597168,1.77000000E+2,
24.609375,1.94000000E+2,
24.621582,1.94000000E+2,
24.633789,2.01000000E+2,
24.6460,1.96000000E+2,
24.65820,1.98000000E+2,
24.670410,2.16000000E+2,
24.682617,2.26000000E+2,
24.694824,1.96000000E+2,
24.707031,2.10000000E+2,
24.719238,1.89000000E+2,
24.731445,1.96000000E+2,
24.743652,2.11000000E+2,
24.755859,1.81000000E+2,
24.768066,1.71000000E+2,
24.780273,2.06000000E+2,
24.792480,2.18000000E+2,
24.804688,1.93000000E+2,
24.816895,2.02000000E+2,
24.82910,2.11000000E+2,
24.841309,2.24000000E+2,
24.853516,1.81000000E+2,
24.865723,1.74000000E+2,
24.877930,2.17000000E+2,
24.890137,2.26000000E+2,
24.902344,1.69000000E+2,
24.914551,1.73000000E+2,
24.926758,1.76000000E+2,
24.938965,1.85000000E+2,
24.951172,2.04000000E+2,
24.963379,1.89000000E+2,
24.975586,1.90000000E+2,
24.987793,1.88000000E+2,
25.00,1.93000000E+2,
25.012207,2.18000000E+2,
25.024414,1.97000000E+2,
25.036621,2.06000000E+2,
25.048828,2.08000000E+2,
25.061035,1.84000000E+2,
25.073242,2.20000000E+2,
25.085449,2.28000000E+2,
25.097656,2.01000000E+2,
25.109863,2.05000000E+2,
25.122070,1.72000000E+2,
25.134277,1.96000000E+2,
25.146484,1.82000000E+2,
25.158691,2.21000000E+2,
25.17090,2.14000000E+2,
25.183105,2.08000000E+2,
25.195313,1.78000000E+2,
25.207520,1.70000000E+2,
25.219727,1.67000000E+2,
25.231934,1.98000000E+2,
25.244141,1.99000000E+2,
25.256348,1.72000000E+2,
25.268555,2.03000000E+2,
25.280762,1.91000000E+2,
25.292969,2.12000000E+2,
25.305176,2.00000000E+2,
25.317383,2.08000000E+2,
25.329590,1.77000000E+2,
25.34180,1.86000000E+2,
25.3540,2.14000000E+2,
25.366211,1.92000000E+2,
25.378418,2.08000000E+2,
25.390625,1.95000000E+2,
25.402832,1.80000000E+2,
25.415039,1.78000000E+2,
25.427246,1.99000000E+2,
25.439453,1.75000000E+2,
25.451660,1.79000000E+2,
25.463867,1.75000000E+2,
25.476074,1.81000000E+2,
25.488281,1.88000000E+2,
25.500488,1.73000000E+2,
25.51270,2.09000000E+2,
25.52490,1.86000000E+2,
25.537109,1.91000000E+2,
25.549316,2.06000000E+2,
25.561523,1.78000000E+2,
25.573730,1.80000000E+2,
25.585938,1.81000000E+2,
25.598145,1.79000000E+2,
25.610352,1.99000000E+2,
25.622559,2.18000000E+2,
25.634766,1.92000000E+2,
25.646973,1.84000000E+2,
25.659180,1.84000000E+2,
25.671387,1.78000000E+2,
25.683594,2.04000000E+2,
25.69580,1.86000000E+2,
25.708008,1.79000000E+2,
25.720215,1.60000000E+2,
25.732422,2.01000000E+2,
25.744629,1.89000000E+2,
25.756836,1.83000000E+2,
25.769043,2.04000000E+2,
25.781250,1.76000000E+2,
25.793457,1.91000000E+2,
25.805664,2.09000000E+2,
25.817871,1.90000000E+2,
25.830078,2.01000000E+2,
25.842285,1.85000000E+2,
25.854492,1.76000000E+2,
25.86670,2.02000000E+2,
25.878906,1.96000000E+2,
25.891113,1.91000000E+2,
25.903320,1.78000000E+2,
25.915527,1.99000000E+2,
25.927734,1.73000000E+2,
25.939941,1.91000000E+2,
25.952148,1.66000000E+2,
25.964355,1.95000000E+2,
25.976563,1.78000000E+2,
25.988770,1.67000000E+2,
26.000977,2.03000000E+2,
26.013184,1.84000000E+2,
26.025391,1.76000000E+2,
26.03760,1.92000000E+2,
26.04980,1.79000000E+2,
26.062012,1.88000000E+2,
26.074219,1.84000000E+2,
26.086426,1.74000000E+2,
26.098633,1.69000000E+2,
26.110840,1.80000000E+2,
26.123047,1.40000000E+2,
26.135254,1.96000000E+2,
26.147461,1.71000000E+2,
26.159668,1.97000000E+2,
26.171875,1.77000000E+2,
26.184082,1.82000000E+2,
26.196289,1.94000000E+2,
26.20850,1.78000000E+2,
26.22070,1.95000000E+2,
26.232910,1.91000000E+2,
26.245117,2.00000000E+2,
26.257324,1.90000000E+2,
26.269531,1.80000000E+2,
26.281738,1.90000000E+2,
26.293945,1.91000000E+2,
26.306152,1.93000000E+2,
26.318359,1.89000000E+2,
26.330566,1.60000000E+2,
26.342773,1.70000000E+2,
26.354980,1.76000000E+2,
26.367188,2.04000000E+2,
26.379395,1.81000000E+2,
26.39160,1.94000000E+2,
26.403809,1.82000000E+2,
26.416016,2.04000000E+2,
26.428223,1.80000000E+2,
26.440430,1.52000000E+2,
26.452637,1.66000000E+2,
26.464844,1.67000000E+2,
26.477051,1.98000000E+2,
26.489258,1.75000000E+2,
26.501465,1.53000000E+2,
26.513672,1.87000000E+2,
26.525879,1.61000000E+2,
26.538086,1.92000000E+2,
26.550293,1.87000000E+2,
26.56250,1.95000000E+2,
26.574707,1.62000000E+2,
26.586914,1.73000000E+2,
26.599121,1.79000000E+2,
26.611328,1.60000000E+2,
26.623535,1.48000000E+2,
26.635742,2.07000000E+2,
26.647949,1.76000000E+2,
26.660156,1.78000000E+2,
26.672363,1.61000000E+2,
26.684570,1.76000000E+2,
26.696777,1.64000000E+2,
26.708984,2.02000000E+2,
26.721191,1.68000000E+2,
26.73340,1.91000000E+2,
26.745605,1.94000000E+2,
26.757813,1.93000000E+2,
26.770020,1.66000000E+2,
26.782227,1.67000000E+2,
26.794434,1.67000000E+2,
26.806641,1.78000000E+2,
26.818848,1.74000000E+2,
26.831055,2.03000000E+2,
26.843262,1.69000000E+2,
26.855469,1.71000000E+2,
26.867676,1.70000000E+2,
26.879883,1.65000000E+2,
26.892090,1.90000000E+2,
26.90430,1.99000000E+2,
26.91650,1.73000000E+2,
26.928711,1.81000000E+2,
26.940918,1.80000000E+2,
26.953125,1.63000000E+2,
26.965332,2.00000000E+2,
26.977539,1.88000000E+2,
26.989746,1.76000000E+2,
27.001953,1.64000000E+2,
27.014160,1.54000000E+2,
27.026367,1.61000000E+2,
27.038574,1.79000000E+2,
27.050781,1.35000000E+2,
27.062988,1.81000000E+2,
27.07520,1.64000000E+2,
27.08740,1.45000000E+2,
27.099609,1.72000000E+2,
27.111816,1.90000000E+2,
27.124023,1.55000000E+2,
27.136230,1.90000000E+2,
27.148438,1.71000000E+2,
27.160645,1.88000000E+2,
27.172852,1.87000000E+2,
27.185059,1.57000000E+2,
27.197266,1.70000000E+2,
27.209473,1.54000000E+2,
27.221680,1.53000000E+2,
27.233887,1.62000000E+2,
27.246094,1.40000000E+2,
27.25830,1.83000000E+2,
27.270508,1.47000000E+2,
27.282715,1.59000000E+2,
27.294922,1.68000000E+2,
27.307129,1.88000000E+2,
27.319336,1.70000000E+2,
27.331543,1.44000000E+2,
27.343750,1.66000000E+2,
27.355957,1.81000000E+2,
27.368164,1.71000000E+2,
27.380371,1.97000000E+2,
27.392578,1.62000000E+2,
27.404785,1.47000000E+2,
27.416992,1.70000000E+2,
27.42920,1.80000000E+2,
27.441406,1.62000000E+2,
27.453613,1.59000000E+2,
27.465820,1.84000000E+2,
27.478027,1.69000000E+2,
27.490234,1.60000000E+2,
27.502441,1.82000000E+2,
27.514648,1.76000000E+2,
27.526855,1.78000000E+2,
27.539063,1.81000000E+2,
27.551270,1.65000000E+2,
27.563477,1.71000000E+2,
27.575684,1.74000000E+2,
27.587891,1.59000000E+2,
27.60010,1.55000000E+2,
27.61230,1.68000000E+2,
27.624512,1.81000000E+2,
27.636719,1.61000000E+2,
27.648926,1.74000000E+2,
27.661133,1.72000000E+2,
27.673340,1.52000000E+2,
27.685547,1.64000000E+2,
27.697754,1.69000000E+2,
27.709961,1.76000000E+2,
27.722168,1.54000000E+2,
27.734375,1.50000000E+2,
27.746582,1.76000000E+2,
27.758789,1.64000000E+2,
27.7710,1.53000000E+2,
27.78320,1.59000000E+2,
27.795410,1.65000000E+2,
27.807617,1.61000000E+2,
27.819824,1.41000000E+2,
27.832031,1.67000000E+2,
27.844238,1.69000000E+2,
27.856445,1.78000000E+2,
27.868652,1.69000000E+2,
27.880859,1.85000000E+2,
27.893066,1.69000000E+2,
27.905273,1.77000000E+2,
27.917480,1.64000000E+2,
27.929688,1.56000000E+2,
27.941895,1.71000000E+2,
27.95410,1.64000000E+2,
27.966309,1.51000000E+2,
27.978516,1.60000000E+2,
27.990723,1.72000000E+2,
28.002930,1.55000000E+2,
28.015137,1.41000000E+2,
28.027344,1.68000000E+2,
28.039551,1.73000000E+2,
28.051758,1.76000000E+2,
28.063965,1.85000000E+2,
28.076172,1.53000000E+2,
28.088379,1.61000000E+2,
28.100586,1.78000000E+2,
28.112793,1.73000000E+2,
28.1250,1.70000000E+2,
28.137207,1.67000000E+2,
28.149414,1.67000000E+2,
28.161621,1.73000000E+2,
28.173828,1.64000000E+2,
28.186035,1.66000000E+2,
28.198242,1.71000000E+2,
28.210449,1.42000000E+2,
28.222656,1.63000000E+2,
28.234863,1.56000000E+2,
28.247070,1.91000000E+2,
28.259277,1.78000000E+2,
28.271484,1.62000000E+2,
28.283691,1.54000000E+2,
28.29590,1.52000000E+2,
28.308105,1.58000000E+2,
28.320313,1.67000000E+2,
28.332520,1.58000000E+2,
28.344727,1.35000000E+2,
28.356934,1.77000000E+2,
28.369141,1.72000000E+2,
28.381348,1.38000000E+2,
28.393555,1.68000000E+2,
28.405762,1.50000000E+2,
28.417969,1.57000000E+2,
28.430176,1.56000000E+2,
28.442383,1.61000000E+2,
28.454590,1.58000000E+2,
28.46680,1.47000000E+2,
28.4790,1.58000000E+2,
28.491211,1.53000000E+2,
28.503418,1.73000000E+2,
28.515625,1.70000000E+2,
28.527832,1.64000000E+2,
28.540039,1.61000000E+2,
28.552246,1.66000000E+2,
28.564453,1.54000000E+2,
28.576660,1.59000000E+2,
28.588867,1.59000000E+2,
28.601074,1.54000000E+2,
28.613281,1.62000000E+2,
28.625488,1.65000000E+2,
28.63770,1.49000000E+2,
28.64990,1.75000000E+2,
28.662109,1.58000000E+2,
28.674316,1.40000000E+2,
28.686523,1.34000000E+2,
28.698730,1.43000000E+2,
28.710938,1.50000000E+2,
28.723145,1.51000000E+2,
28.735352,1.52000000E+2,
28.747559,1.80000000E+2,
28.759766,1.61000000E+2,
28.771973,1.54000000E+2,
28.784180,1.59000000E+2,
28.796387,1.55000000E+2,
28.808594,1.59000000E+2,
28.82080,1.52000000E+2,
28.833008,1.52000000E+2,
28.845215,1.56000000E+2,
28.857422,1.45000000E+2,
28.869629,1.44000000E+2,
28.881836,1.43000000E+2,
28.894043,1.54000000E+2,
28.906250,1.48000000E+2,
28.918457,1.42000000E+2,
28.930664,1.69000000E+2,
28.942871,1.36000000E+2,
28.955078,1.42000000E+2,
28.967285,1.55000000E+2,
28.979492,1.48000000E+2,
28.99170,1.55000000E+2,
29.003906,1.46000000E+2,
29.016113,1.48000000E+2,
29.028320,1.71000000E+2,
29.040527,1.60000000E+2,
29.052734,1.69000000E+2,
29.064941,1.68000000E+2,
29.077148,1.57000000E+2,
29.089355,1.65000000E+2,
29.101563,1.55000000E+2,
29.113770,1.42000000E+2,
29.125977,1.47000000E+2,
29.138184,1.60000000E+2,
29.150391,1.66000000E+2,
29.16260,1.59000000E+2,
29.17480,1.74000000E+2,
29.187012,1.62000000E+2,
29.199219,1.45000000E+2,
29.211426,1.53000000E+2,
29.223633,1.47000000E+2,
29.235840,1.70000000E+2,
29.248047,1.53000000E+2,
29.260254,1.75000000E+2,
29.272461,1.64000000E+2,
29.284668,1.89000000E+2,
29.296875,1.73000000E+2,
29.309082,1.38000000E+2,
29.321289,1.59000000E+2,
29.33350,1.42000000E+2,
29.34570,1.48000000E+2,
29.357910,1.46000000E+2,
29.370117,1.53000000E+2,
29.382324,1.43000000E+2,
29.394531,1.61000000E+2,
29.406738,1.58000000E+2,
29.418945,1.42000000E+2,
29.431152,1.48000000E+2,
29.443359,1.58000000E+2,
29.455566,1.64000000E+2,
29.467773,1.64000000E+2,
29.479980,1.43000000E+2,
29.492188,1.50000000E+2,
29.504395,1.53000000E+2,
29.51660,1.63000000E+2,
29.528809,1.55000000E+2,
29.541016,1.65000000E+2,
29.553223,1.41000000E+2,
29.565430,1.54000000E+2,
29.577637,1.71000000E+2,
29.589844,1.53000000E+2,
29.602051,1.37000000E+2,
29.614258,1.53000000E+2,
29.626465,1.38000000E+2,
29.638672,1.67000000E+2,
29.650879,1.53000000E+2,
29.663086,1.50000000E+2,
29.675293,1.64000000E+2,
29.68750,1.52000000E+2,
29.699707,1.51000000E+2,
29.711914,1.38000000E+2,
29.724121,1.43000000E+2,
29.736328,1.52000000E+2,
29.748535,1.62000000E+2,
29.760742,1.49000000E+2,
29.772949,1.49000000E+2,
29.785156,1.32000000E+2,
29.797363,1.47000000E+2,
29.809570,1.36000000E+2,
29.821777,1.87000000E+2,
29.833984,1.56000000E+2,
29.846191,1.15000000E+2,
29.85840,1.35000000E+2,
29.870605,1.58000000E+2,
29.882813,1.55000000E+2,
29.895020,1.48000000E+2,
29.907227,1.24000000E+2,
29.919434,1.52000000E+2,
29.931641,1.54000000E+2,
29.943848,1.56000000E+2,
29.956055,1.68000000E+2,
29.968262,1.53000000E+2,
29.980469,1.56000000E+2,
29.992676,1.37000000E+2,
30.004883,1.39000000E+2,
30.017090,1.51000000E+2,
30.02930,1.61000000E+2,
30.04150,1.70000000E+2,
30.053711,1.48000000E+2,
30.065918,1.57000000E+2,
30.078125,1.47000000E+2,
30.090332,1.46000000E+2,
30.102539,1.67000000E+2,
30.114746,1.51000000E+2,
30.126953,1.39000000E+2,
30.139160,1.32000000E+2,
30.151367,1.25000000E+2,
30.163574,1.37000000E+2,
30.175781,1.60000000E+2,
30.187988,1.64000000E+2,
30.20020,1.43000000E+2,
30.21240,1.58000000E+2,
30.224609,1.61000000E+2,
30.236816,1.36000000E+2,
30.249023,1.54000000E+2,
30.261230,1.47000000E+2,
30.273438,1.46000000E+2,
30.285645,1.36000000E+2,
30.297852,1.40000000E+2,
30.310059,1.39000000E+2,
30.322266,1.33000000E+2,
30.334473,1.39000000E+2,
30.346680,1.51000000E+2,
30.358887,1.61000000E+2,
30.371094,1.65000000E+2,
30.38330,1.81000000E+2,
30.395508,1.41000000E+2,
30.407715,1.36000000E+2,
30.419922,1.39000000E+2,
30.432129,1.63000000E+2,
30.444336,1.34000000E+2,
30.456543,1.44000000E+2,
30.468750,1.37000000E+2,
30.480957,1.24000000E+2,
30.493164,1.59000000E+2,
30.505371,1.47000000E+2,
30.517578,1.62000000E+2,
30.529785,1.42000000E+2,
30.541992,1.60000000E+2,
30.55420,1.38000000E+2,
30.566406,1.51000000E+2,
30.578613,1.32000000E+2,
30.590820,1.33000000E+2,
30.603027,1.50000000E+2,
30.615234,1.45000000E+2,
30.627441,1.60000000E+2,
30.639648,1.39000000E+2,
30.651855,1.30000000E+2,
30.664063,1.23000000E+2,
30.676270,1.58000000E+2,
30.688477,1.34000000E+2,
30.700684,1.52000000E+2,
30.712891,1.38000000E+2,
30.72510,1.37000000E+2,
30.73730,1.33000000E+2,
30.749512,1.43000000E+2,
30.761719,1.45000000E+2,
30.773926,1.47000000E+2,
30.786133,1.21000000E+2,
30.798340,1.30000000E+2,
30.810547,1.40000000E+2,
30.822754,1.45000000E+2,
30.834961,1.48000000E+2,
30.847168,1.40000000E+2,
30.859375,1.32000000E+2,
30.871582,1.63000000E+2,
30.883789,1.27000000E+2,
30.8960,1.43000000E+2,
30.90820,1.48000000E+2,
30.920410,1.40000000E+2,
30.932617,1.45000000E+2,
30.944824,1.31000000E+2,
30.957031,1.51000000E+2,
30.969238,1.49000000E+2,
30.981445,1.43000000E+2,
30.993652,1.37000000E+2,
31.005859,1.58000000E+2,
31.018066,1.20000000E+2,
31.030273,1.70000000E+2,
31.042480,1.21000000E+2,
31.054688,1.59000000E+2,
31.066895,1.58000000E+2,
31.07910,1.45000000E+2,
31.091309,1.43000000E+2,
31.103516,1.57000000E+2,
31.115723,1.54000000E+2,
31.127930,1.43000000E+2,
31.140137,1.27000000E+2,
31.152344,1.33000000E+2,
31.164551,1.46000000E+2,
31.176758,1.30000000E+2,
31.188965,1.63000000E+2,
31.201172,1.30000000E+2,
31.213379,1.44000000E+2,
31.225586,1.45000000E+2,
31.237793,1.49000000E+2,
31.250,1.51000000E+2,
31.262207,1.34000000E+2,
31.274414,1.09000000E+2,
31.286621,1.18000000E+2,
31.298828,1.50000000E+2,
31.311035,1.37000000E+2,
31.323242,1.51000000E+2,
31.335449,1.13000000E+2,
31.347656,1.36000000E+2,
31.359863,1.38000000E+2,
31.372070,1.40000000E+2,
31.384277,1.49000000E+2,
31.396484,1.30000000E+2,
31.408691,1.41000000E+2,
31.42090,1.46000000E+2,
31.433105,1.43000000E+2,
31.445313,1.32000000E+2,
31.457520,1.48000000E+2,
31.469727,1.35000000E+2,
31.481934,1.49000000E+2,
31.494141,1.72000000E+2,
31.506348,1.56000000E+2,
31.518555,1.08000000E+2,
31.530762,1.51000000E+2,
31.542969,1.44000000E+2,
31.555176,1.36000000E+2,
31.567383,1.46000000E+2,
31.579590,1.52000000E+2,
31.59180,1.45000000E+2,
31.6040,1.48000000E+2,
31.616211,1.34000000E+2,
31.628418,1.19000000E+2,
31.640625,1.52000000E+2,
31.652832,1.47000000E+2,
31.665039,1.24000000E+2,
31.677246,1.31000000E+2,
31.689453,1.45000000E+2,
31.701660,1.39000000E+2,
31.713867,1.54000000E+2,
31.726074,1.55000000E+2,
31.738281,1.18000000E+2,
31.750488,1.46000000E+2,
31.76270,1.29000000E+2,
31.77490,1.30000000E+2,
31.787109,1.31000000E+2,
31.799316,1.42000000E+2,
31.811523,1.21000000E+2,
31.823730,1.40000000E+2,
31.835938,1.46000000E+2,
31.848145,1.37000000E+2,
31.860352,1.27000000E+2,
31.872559,1.31000000E+2,
31.884766,1.33000000E+2,
31.896973,1.45000000E+2,
31.909180,1.38000000E+2,
31.921387,1.27000000E+2,
31.933594,1.50000000E+2,
31.94580,1.51000000E+2,
31.958008,1.27000000E+2,
31.970215,1.55000000E+2,
31.982422,1.42000000E+2,
31.994629,1.24000000E+2,
32.006836,1.37000000E+2,
32.019043,1.54000000E+2,
32.031250,1.40000000E+2,
32.043457,1.12000000E+2,
32.055664,1.35000000E+2,
32.067871,1.43000000E+2,
32.080078,1.36000000E+2,
32.092285,1.45000000E+2,
32.104492,1.28000000E+2,
32.11670,1.43000000E+2,
32.128906,1.11000000E+2,
32.141113,1.42000000E+2,
32.153320,1.34000000E+2,
32.165527,1.47000000E+2,
32.177734,1.58000000E+2,
32.189941,1.27000000E+2,
32.202148,1.25000000E+2,
32.214355,1.19000000E+2,
32.226563,1.33000000E+2,
32.238770,1.12000000E+2,
32.250977,1.44000000E+2,
32.263184,1.37000000E+2,
32.275391,1.46000000E+2,
32.28760,1.37000000E+2,
32.29980,1.54000000E+2,
32.312012,1.28000000E+2,
32.324219,1.28000000E+2,
32.336426,1.59000000E+2,
32.348633,1.41000000E+2,
32.360840,1.35000000E+2,
32.373047,1.20000000E+2,
32.385254,1.32000000E+2,
32.397461,1.41000000E+2,
32.409668,1.26000000E+2,
32.421875,1.63000000E+2,
32.434082,1.20000000E+2,
32.446289,1.45000000E+2,
32.45850,1.31000000E+2,
32.47070,1.22000000E+2,
32.482910,1.42000000E+2,
32.495117,1.39000000E+2,
32.507324,1.43000000E+2,
32.519531,1.24000000E+2,
32.531738,1.18000000E+2,
32.543945,1.56000000E+2,
32.556152,1.36000000E+2,
32.568359,1.48000000E+2,
32.580566,1.40000000E+2,
32.592773,1.19000000E+2,
32.604980,1.33000000E+2,
32.617188,1.43000000E+2,
32.629395,1.61000000E+2,
32.64160,1.18000000E+2,
32.653809,1.33000000E+2,
32.666016,1.40000000E+2,
32.678223,1.32000000E+2,
32.690430,1.24000000E+2,
32.702637,1.35000000E+2,
32.714844,1.32000000E+2,
32.727051,1.14000000E+2,
32.739258,1.18000000E+2,
32.751465,1.18000000E+2,
32.763672,1.25000000E+2,
32.775879,1.29000000E+2,
32.788086,1.32000000E+2,
32.800293,1.30000000E+2,
32.81250,1.38000000E+2,
32.824707,1.30000000E+2,
32.836914,1.29000000E+2,
32.849121,1.29000000E+2,
32.861328,1.29000000E+2,
32.873535,1.13000000E+2,
32.885742,1.37000000E+2,
32.897949,1.23000000E+2,
32.910156,1.49000000E+2,
32.922363,1.47000000E+2,
32.934570,1.36000000E+2,
32.946777,1.33000000E+2,
32.958984,1.29000000E+2,
32.971191,1.45000000E+2,
32.98340,1.36000000E+2,
32.995605,1.21000000E+2,
33.007813,1.37000000E+2,
33.020020,1.32000000E+2,
33.032227,1.22000000E+2,
33.044434,1.48000000E+2,
33.056641,1.32000000E+2,
33.068848,1.35000000E+2,
33.081055,1.20000000E+2,
33.093262,1.38000000E+2,
33.105469,1.19000000E+2,
33.117676,1.23000000E+2,
33.129883,1.23000000E+2,
33.142090,1.30000000E+2,
33.15430,1.39000000E+2,
33.16650,1.31000000E+2,
33.178711,1.33000000E+2,
33.190918,1.36000000E+2,
