Labels,1e lifetime,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,49.987793,
Step,0.012207031,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts,

10.571289,1.53900000E+3,
10.58350,1.57700000E+3,
10.59570,1.53800000E+3,
10.607910,1.62700000E+3,
10.620117,1.52600000E+3,
10.632324,1.54200000E+3,
10.644531,1.54900000E+3,
10.656738,1.57200000E+3,
10.668945,1.51000000E+3,
10.681152,1.49600000E+3,
10.693359,1.54700000E+3,
10.705566,1.59300000E+3,
10.717773,1.51800000E+3,
10.729980,1.57600000E+3,
10.742188,1.47900000E+3,
10.754395,1.51500000E+3,
10.76660,1.55200000E+3,
10.778809,1.54700000E+3,
10.791016,1.48100000E+3,
10.803223,1.46200000E+3,
10.815430,1.47800000E+3,
10.827637,1.50100000E+3,
10.839844,1.49800000E+3,
10.852051,1.47200000E+3,
10.864258,1.48900000E+3,
10.876465,1.47200000E+3,
10.888672,1.47700000E+3,
10.900879,1.47600000E+3,
10.913086,1.47900000E+3,
10.925293,1.53500000E+3,
10.93750,1.48600000E+3,
10.949707,1.47200000E+3,
10.961914,1.44900000E+3,
10.974121,1.44000000E+3,
10.986328,1.46600000E+3,
10.998535,1.50600000E+3,
11.010742,1.47100000E+3,
11.022949,1.39500000E+3,
11.035156,1.45000000E+3,
11.047363,1.43600000E+3,
11.059570,1.43500000E+3,
11.071777,1.49600000E+3,
11.083984,1.41100000E+3,
11.096191,1.42600000E+3,
11.10840,1.46700000E+3,
11.120605,1.43200000E+3,
11.132813,1.45000000E+3,
11.145020,1.43000000E+3,
11.157227,1.40900000E+3,
11.169434,1.35900000E+3,
11.181641,1.38300000E+3,
11.193848,1.52200000E+3,
11.206055,1.41400000E+3,
11.218262,1.35800000E+3,
11.230469,1.38000000E+3,
11.242676,1.40800000E+3,
11.254883,1.37000000E+3,
11.267090,1.33200000E+3,
11.27930,1.31100000E+3,
11.29150,1.39600000E+3,
11.303711,1.39400000E+3,
11.315918,1.37800000E+3,
11.328125,1.31800000E+3,
11.340332,1.39600000E+3,
11.352539,1.31800000E+3,
11.364746,1.34400000E+3,
11.376953,1.33900000E+3,
11.389160,1.31700000E+3,
11.401367,1.27200000E+3,
11.413574,1.30900000E+3,
11.425781,1.30300000E+3,
11.437988,1.29100000E+3,
11.45020,1.41900000E+3,
11.46240,1.31400000E+3,
11.474609,1.32000000E+3,
11.486816,1.29900000E+3,
11.499023,1.31900000E+3,
11.511230,1.41600000E+3,
11.523438,1.31600000E+3,
11.535645,1.26100000E+3,
11.547852,1.30300000E+3,
11.560059,1.29200000E+3,
11.572266,1.33900000E+3,
11.584473,1.20300000E+3,
11.596680,1.34400000E+3,
11.608887,1.28300000E+3,
11.621094,1.24100000E+3,
11.63330,1.22900000E+3,
11.645508,1.29500000E+3,
11.657715,1.20500000E+3,
11.669922,1.32100000E+3,
11.682129,1.28500000E+3,
11.694336,1.29500000E+3,
11.706543,1.21700000E+3,
11.718750,1.26900000E+3,
11.730957,1.22500000E+3,
11.743164,1.21300000E+3,
11.755371,1.21100000E+3,
11.767578,1.27900000E+3,
11.779785,1.22500000E+3,
11.791992,1.24300000E+3,
11.80420,1.23700000E+3,
11.816406,1.24800000E+3,
11.828613,1.24400000E+3,
11.840820,1.24900000E+3,
11.853027,1.22800000E+3,
11.865234,1.19700000E+3,
11.877441,1.23800000E+3,
11.889648,1.17700000E+3,
11.901855,1.21900000E+3,
11.914063,1.21200000E+3,
11.926270,1.21600000E+3,
11.938477,1.21500000E+3,
11.950684,1.20200000E+3,
11.962891,1.20400000E+3,
11.97510,1.21200000E+3,
11.98730,1.12100000E+3,
11.999512,1.15600000E+3,
12.011719,1.15500000E+3,
12.023926,1.25700000E+3,
12.036133,1.16800000E+3,
12.048340,1.13300000E+3,
12.060547,1.17600000E+3,
12.072754,1.19900000E+3,
12.084961,1.11100000E+3,
12.097168,1.24300000E+3,
12.109375,1.18000000E+3,
12.121582,1.10800000E+3,
12.133789,1.17900000E+3,
12.1460,1.19500000E+3,
12.15820,1.21600000E+3,
12.170410,1.13500000E+3,
12.182617,1.15300000E+3,
12.194824,1.13000000E+3,
12.207031,1.22100000E+3,
12.219238,1.14400000E+3,
12.231445,1.15400000E+3,
12.243652,1.18500000E+3,
12.255859,1.11900000E+3,
12.268066,1.11900000E+3,
12.280273,1.16500000E+3,
12.292480,1.12000000E+3,
12.304688,1.08100000E+3,
12.316895,1.09000000E+3,
12.32910,1.11500000E+3,
12.341309,1.10800000E+3,
12.353516,1.11100000E+3,
12.365723,1.12200000E+3,
12.377930,1.10900000E+3,
12.390137,1.06200000E+3,
12.402344,1.12800000E+3,
12.414551,1.05300000E+3,
12.426758,1.14700000E+3,
12.438965,1.07400000E+3,
12.451172,1.07500000E+3,
12.463379,1.12400000E+3,
12.475586,1.08900000E+3,
12.487793,1.10000000E+3,
12.50,1.06300000E+3,
12.512207,1.13500000E+3,
12.524414,1.11100000E+3,
12.536621,1.12300000E+3,
12.548828,1.10600000E+3,
12.561035,1.05200000E+3,
12.573242,1.02100000E+3,
12.585449,1.08700000E+3,
12.597656,1.05800000E+3,
12.609863,1.05300000E+3,
12.622070,1.07500000E+3,
12.634277,1.06600000E+3,
12.646484,1.07300000E+3,
12.658691,1.13100000E+3,
12.67090,1.09700000E+3,
12.683105,1.03000000E+3,
12.695313,1.06700000E+3,
12.707520,1.04200000E+3,
12.719727,1.07100000E+3,
12.731934,1.08200000E+3,
12.744141,1.06500000E+3,
12.756348,1.06600000E+3,
12.768555,1.03200000E+3,
12.780762,1.07100000E+3,
12.792969,1.02700000E+3,
12.805176,1.03600000E+3,
12.817383,1.01700000E+3,
12.829590,1.02500000E+3,
12.84180,1.07600000E+3,
12.8540,1.02400000E+3,
12.866211,1.01300000E+3,
12.878418,1.00400000E+3,
12.890625,1.00400000E+3,
12.902832,9.84000000E+2,
12.915039,1.00600000E+3,
12.927246,9.83000000E+2,
12.939453,1.01100000E+3,
12.951660,1.00900000E+3,
12.963867,1.05000000E+3,
12.976074,1.02500000E+3,
12.988281,1.03900000E+3,
13.000488,1.02600000E+3,
13.01270,1.03700000E+3,
13.02490,1.01100000E+3,
13.037109,9.90000000E+2,
13.049316,9.55000000E+2,
13.061523,9.32000000E+2,
13.073730,9.73000000E+2,
13.085938,9.98000000E+2,
13.098145,9.96000000E+2,
13.110352,9.53000000E+2,
13.122559,9.69000000E+2,
13.134766,1.05400000E+3,
13.146973,9.87000000E+2,
13.159180,9.91000000E+2,
13.171387,9.13000000E+2,
13.183594,9.66000000E+2,
13.19580,9.41000000E+2,
13.208008,9.77000000E+2,
13.220215,9.98000000E+2,
13.232422,9.40000000E+2,
13.244629,8.93000000E+2,
13.256836,9.77000000E+2,
13.269043,9.09000000E+2,
13.281250,9.24000000E+2,
13.293457,9.46000000E+2,
13.305664,8.91000000E+2,
13.317871,9.54000000E+2,
13.330078,9.53000000E+2,
13.342285,9.32000000E+2,
13.354492,9.09000000E+2,
13.36670,9.05000000E+2,
13.378906,8.82000000E+2,
13.391113,9.93000000E+2,
13.403320,9.47000000E+2,
13.415527,9.28000000E+2,
13.427734,9.15000000E+2,
13.439941,8.98000000E+2,
13.452148,8.93000000E+2,
13.464355,9.45000000E+2,
13.476563,9.68000000E+2,
13.488770,9.31000000E+2,
13.500977,9.08000000E+2,
13.513184,8.65000000E+2,
13.525391,8.96000000E+2,
13.53760,8.70000000E+2,
13.54980,9.56000000E+2,
13.562012,8.93000000E+2,
13.574219,8.78000000E+2,
13.586426,9.10000000E+2,
13.598633,8.80000000E+2,
13.610840,8.76000000E+2,
13.623047,8.94000000E+2,
13.635254,9.08000000E+2,
13.647461,8.91000000E+2,
13.659668,8.69000000E+2,
13.671875,8.56000000E+2,
13.684082,8.77000000E+2,
13.696289,8.71000000E+2,
13.70850,8.37000000E+2,
13.72070,8.98000000E+2,
13.732910,8.94000000E+2,
13.745117,9.12000000E+2,
13.757324,8.71000000E+2,
13.769531,8.70000000E+2,
13.781738,8.53000000E+2,
13.793945,8.81000000E+2,
13.806152,8.43000000E+2,
13.818359,8.12000000E+2,
13.830566,8.89000000E+2,
13.842773,8.83000000E+2,
13.854980,8.87000000E+2,
13.867188,8.15000000E+2,
13.879395,8.38000000E+2,
13.89160,8.77000000E+2,
13.903809,8.25000000E+2,
13.916016,8.34000000E+2,
13.928223,9.07000000E+2,
13.940430,8.41000000E+2,
13.952637,8.75000000E+2,
13.964844,8.53000000E+2,
13.977051,8.32000000E+2,
13.989258,8.14000000E+2,
14.001465,8.39000000E+2,
14.013672,8.63000000E+2,
14.025879,8.41000000E+2,
14.038086,8.70000000E+2,
14.050293,8.08000000E+2,
14.06250,8.73000000E+2,
14.074707,8.40000000E+2,
14.086914,8.36000000E+2,
14.099121,8.62000000E+2,
14.111328,8.41000000E+2,
14.123535,8.44000000E+2,
14.135742,8.12000000E+2,
14.147949,8.48000000E+2,
14.160156,8.18000000E+2,
14.172363,7.77000000E+2,
14.184570,7.97000000E+2,
14.196777,7.70000000E+2,
14.208984,7.93000000E+2,
14.221191,7.77000000E+2,
14.23340,7.88000000E+2,
14.245605,8.28000000E+2,
14.257813,7.69000000E+2,
14.270020,8.01000000E+2,
14.282227,8.11000000E+2,
14.294434,8.32000000E+2,
14.306641,7.95000000E+2,
14.318848,7.39000000E+2,
14.331055,7.64000000E+2,
14.343262,8.10000000E+2,
14.355469,7.64000000E+2,
14.367676,8.08000000E+2,
14.379883,7.80000000E+2,
14.392090,7.22000000E+2,
14.40430,7.72000000E+2,
14.41650,7.28000000E+2,
14.428711,7.75000000E+2,
14.440918,7.85000000E+2,
14.453125,7.56000000E+2,
14.465332,7.85000000E+2,
14.477539,7.83000000E+2,
14.489746,7.87000000E+2,
14.501953,7.85000000E+2,
14.514160,7.97000000E+2,
14.526367,7.35000000E+2,
14.538574,7.49000000E+2,
14.550781,7.99000000E+2,
14.562988,7.42000000E+2,
14.57520,7.68000000E+2,
14.58740,7.68000000E+2,
14.599609,7.79000000E+2,
14.611816,7.53000000E+2,
14.624023,7.63000000E+2,
14.636230,6.98000000E+2,
14.648438,7.80000000E+2,
14.660645,7.33000000E+2,
14.672852,7.63000000E+2,
14.685059,7.33000000E+2,
14.697266,7.79000000E+2,
14.709473,7.70000000E+2,
14.721680,6.96000000E+2,
14.733887,6.86000000E+2,
14.746094,7.55000000E+2,
14.75830,7.25000000E+2,
14.770508,7.13000000E+2,
14.782715,7.24000000E+2,
14.794922,7.44000000E+2,
14.807129,7.52000000E+2,
14.819336,7.30000000E+2,
14.831543,7.38000000E+2,
14.843750,6.99000000E+2,
14.855957,6.34000000E+2,
14.868164,6.92000000E+2,
14.880371,7.26000000E+2,
14.892578,7.25000000E+2,
14.904785,7.16000000E+2,
14.916992,6.95000000E+2,
14.92920,7.05000000E+2,
14.941406,6.84000000E+2,
14.953613,6.78000000E+2,
14.965820,7.36000000E+2,
14.978027,6.85000000E+2,
14.990234,7.19000000E+2,
15.002441,7.30000000E+2,
15.014648,6.91000000E+2,
15.026855,7.07000000E+2,
15.039063,6.95000000E+2,
15.051270,7.14000000E+2,
15.063477,6.80000000E+2,
15.075684,7.24000000E+2,
15.087891,6.70000000E+2,
15.10010,7.07000000E+2,
15.11230,6.97000000E+2,
15.124512,6.43000000E+2,
15.136719,6.74000000E+2,
15.148926,6.39000000E+2,
15.161133,7.02000000E+2,
15.173340,7.42000000E+2,
15.185547,7.11000000E+2,
15.197754,6.40000000E+2,
15.209961,6.81000000E+2,
15.222168,7.19000000E+2,
15.234375,7.08000000E+2,
15.246582,6.53000000E+2,
15.258789,6.81000000E+2,
15.2710,6.51000000E+2,
15.28320,6.95000000E+2,
15.295410,7.21000000E+2,
15.307617,6.40000000E+2,
15.319824,6.40000000E+2,
15.332031,6.09000000E+2,
15.344238,6.67000000E+2,
15.356445,6.49000000E+2,
15.368652,6.83000000E+2,
15.380859,6.50000000E+2,
15.393066,6.51000000E+2,
15.405273,6.49000000E+2,
15.417480,6.53000000E+2,
15.429688,6.40000000E+2,
15.441895,5.76000000E+2,
15.45410,6.56000000E+2,
15.466309,5.85000000E+2,
15.478516,6.33000000E+2,
15.490723,6.20000000E+2,
15.502930,6.16000000E+2,
15.515137,5.88000000E+2,
15.527344,5.87000000E+2,
15.539551,6.20000000E+2,
15.551758,6.54000000E+2,
15.563965,6.22000000E+2,
15.576172,6.45000000E+2,
15.588379,6.14000000E+2,
15.600586,6.62000000E+2,
15.612793,6.42000000E+2,
15.6250,6.87000000E+2,
15.637207,6.75000000E+2,
15.649414,6.60000000E+2,
15.661621,6.65000000E+2,
15.673828,6.22000000E+2,
15.686035,6.24000000E+2,
15.698242,6.03000000E+2,
15.710449,6.27000000E+2,
15.722656,6.40000000E+2,
15.734863,6.16000000E+2,
15.747070,6.31000000E+2,
15.759277,6.62000000E+2,
15.771484,6.09000000E+2,
15.783691,6.55000000E+2,
15.79590,6.23000000E+2,
15.808105,6.32000000E+2,
15.820313,6.00000000E+2,
15.832520,6.13000000E+2,
15.844727,6.35000000E+2,
15.856934,6.36000000E+2,
15.869141,6.40000000E+2,
15.881348,5.92000000E+2,
15.893555,5.95000000E+2,
15.905762,6.28000000E+2,
15.917969,6.16000000E+2,
15.930176,6.02000000E+2,
15.942383,6.10000000E+2,
15.954590,6.59000000E+2,
15.96680,5.76000000E+2,
15.9790,6.10000000E+2,
15.991211,5.90000000E+2,
16.003418,6.19000000E+2,
16.015625,5.96000000E+2,
16.027832,6.47000000E+2,
16.040039,6.10000000E+2,
16.052246,6.00000000E+2,
16.064453,5.62000000E+2,
16.076660,5.74000000E+2,
16.088867,6.12000000E+2,
16.101074,5.67000000E+2,
16.113281,5.43000000E+2,
16.125488,5.90000000E+2,
16.13770,5.88000000E+2,
16.14990,6.34000000E+2,
16.162109,5.32000000E+2,
16.174316,6.33000000E+2,
16.186523,5.41000000E+2,
16.198730,5.67000000E+2,
16.210938,5.54000000E+2,
16.223145,5.49000000E+2,
16.235352,5.67000000E+2,
16.247559,6.31000000E+2,
16.259766,5.52000000E+2,
16.271973,5.88000000E+2,
16.284180,5.51000000E+2,
16.296387,5.67000000E+2,
16.308594,5.07000000E+2,
16.32080,5.43000000E+2,
16.333008,5.42000000E+2,
16.345215,5.58000000E+2,
16.357422,5.50000000E+2,
16.369629,5.48000000E+2,
16.381836,5.46000000E+2,
16.394043,5.97000000E+2,
16.406250,5.81000000E+2,
16.418457,5.48000000E+2,
16.430664,5.59000000E+2,
16.442871,5.73000000E+2,
16.455078,5.25000000E+2,
16.467285,5.13000000E+2,
16.479492,5.43000000E+2,
16.49170,5.39000000E+2,
16.503906,5.33000000E+2,
16.516113,5.08000000E+2,
16.528320,5.11000000E+2,
16.540527,5.31000000E+2,
16.552734,5.77000000E+2,
16.564941,5.24000000E+2,
16.577148,5.49000000E+2,
16.589355,5.32000000E+2,
16.601563,5.47000000E+2,
16.613770,5.35000000E+2,
16.625977,5.08000000E+2,
16.638184,5.50000000E+2,
16.650391,5.69000000E+2,
16.66260,5.48000000E+2,
16.67480,4.85000000E+2,
16.687012,5.71000000E+2,
16.699219,5.31000000E+2,
16.711426,5.63000000E+2,
16.723633,5.35000000E+2,
16.735840,5.09000000E+2,
16.748047,5.20000000E+2,
16.760254,5.23000000E+2,
16.772461,5.07000000E+2,
16.784668,5.27000000E+2,
16.796875,5.03000000E+2,
16.809082,5.09000000E+2,
16.821289,5.11000000E+2,
16.83350,5.33000000E+2,
16.84570,4.92000000E+2,
16.857910,4.97000000E+2,
16.870117,5.03000000E+2,
16.882324,5.03000000E+2,
16.894531,5.33000000E+2,
16.906738,5.23000000E+2,
16.918945,5.29000000E+2,
16.931152,5.17000000E+2,
16.943359,5.42000000E+2,
16.955566,4.92000000E+2,
16.967773,5.02000000E+2,
16.979980,5.09000000E+2,
16.992188,5.17000000E+2,
17.004395,4.99000000E+2,
17.01660,4.63000000E+2,
17.028809,5.05000000E+2,
17.041016,5.02000000E+2,
17.053223,5.04000000E+2,
17.065430,5.08000000E+2,
17.077637,5.18000000E+2,
17.089844,5.21000000E+2,
17.102051,4.51000000E+2,
17.114258,4.73000000E+2,
17.126465,5.06000000E+2,
17.138672,4.67000000E+2,
17.150879,4.96000000E+2,
17.163086,4.78000000E+2,
17.175293,4.72000000E+2,
17.18750,4.82000000E+2,
17.199707,4.89000000E+2,
17.211914,4.58000000E+2,
17.224121,4.76000000E+2,
17.236328,4.63000000E+2,
17.248535,4.97000000E+2,
17.260742,4.62000000E+2,
17.272949,5.02000000E+2,
17.285156,5.12000000E+2,
17.297363,4.73000000E+2,
17.309570,4.64000000E+2,
17.321777,4.86000000E+2,
17.333984,4.70000000E+2,
17.346191,5.02000000E+2,
17.35840,4.88000000E+2,
17.370605,4.61000000E+2,
17.382813,4.63000000E+2,
17.395020,4.90000000E+2,
17.407227,4.89000000E+2,
17.419434,4.61000000E+2,
17.431641,4.58000000E+2,
17.443848,4.34000000E+2,
17.456055,4.40000000E+2,
17.468262,4.37000000E+2,
17.480469,4.36000000E+2,
17.492676,4.54000000E+2,
17.504883,4.45000000E+2,
17.517090,4.47000000E+2,
17.52930,4.49000000E+2,
17.54150,4.59000000E+2,
17.553711,4.45000000E+2,
17.565918,4.82000000E+2,
17.578125,4.67000000E+2,
17.590332,4.63000000E+2,
17.602539,5.13000000E+2,
17.614746,4.47000000E+2,
17.626953,4.84000000E+2,
17.639160,4.60000000E+2,
17.651367,4.53000000E+2,
17.663574,4.11000000E+2,
17.675781,4.55000000E+2,
17.687988,4.66000000E+2,
17.70020,4.61000000E+2,
17.71240,4.39000000E+2,
17.724609,4.33000000E+2,
17.736816,4.33000000E+2,
17.749023,4.31000000E+2,
17.761230,4.16000000E+2,
17.773438,4.51000000E+2,
17.785645,4.42000000E+2,
17.797852,4.43000000E+2,
17.810059,4.62000000E+2,
17.822266,4.46000000E+2,
17.834473,4.36000000E+2,
17.846680,4.48000000E+2,
17.858887,4.37000000E+2,
17.871094,4.79000000E+2,
17.88330,4.39000000E+2,
17.895508,4.42000000E+2,
17.907715,4.34000000E+2,
17.919922,4.47000000E+2,
17.932129,4.25000000E+2,
17.944336,4.47000000E+2,
17.956543,4.48000000E+2,
17.968750,3.81000000E+2,
17.980957,4.52000000E+2,
17.993164,4.48000000E+2,
18.005371,4.18000000E+2,
18.017578,3.97000000E+2,
18.029785,4.34000000E+2,
18.041992,4.08000000E+2,
18.05420,4.52000000E+2,
18.066406,4.15000000E+2,
18.078613,4.39000000E+2,
18.090820,4.34000000E+2,
18.103027,4.22000000E+2,
18.115234,3.89000000E+2,
18.127441,4.46000000E+2,
18.139648,3.99000000E+2,
18.151855,4.15000000E+2,
18.164063,4.35000000E+2,
18.176270,4.27000000E+2,
18.188477,4.27000000E+2,
18.200684,4.46000000E+2,
18.212891,3.93000000E+2,
18.22510,4.14000000E+2,
18.23730,4.53000000E+2,
18.249512,3.91000000E+2,
18.261719,3.94000000E+2,
18.273926,4.37000000E+2,
18.286133,4.12000000E+2,
18.298340,4.14000000E+2,
18.310547,4.25000000E+2,
18.322754,4.20000000E+2,
18.334961,4.57000000E+2,
18.347168,4.21000000E+2,
18.359375,4.16000000E+2,
18.371582,4.39000000E+2,
18.383789,4.21000000E+2,
18.3960,4.12000000E+2,
18.40820,4.27000000E+2,
18.420410,4.18000000E+2,
18.432617,4.24000000E+2,
18.444824,4.25000000E+2,
18.457031,3.91000000E+2,
18.469238,4.24000000E+2,
18.481445,4.17000000E+2,
18.493652,3.77000000E+2,
18.505859,4.43000000E+2,
18.518066,4.11000000E+2,
18.530273,3.84000000E+2,
18.542480,4.06000000E+2,
18.554688,3.65000000E+2,
18.566895,3.61000000E+2,
18.57910,3.60000000E+2,
18.591309,3.74000000E+2,
18.603516,3.83000000E+2,
18.615723,3.86000000E+2,
18.627930,3.85000000E+2,
18.640137,4.19000000E+2,
18.652344,4.07000000E+2,
18.664551,3.76000000E+2,
18.676758,4.08000000E+2,
18.688965,3.63000000E+2,
18.701172,3.70000000E+2,
18.713379,3.96000000E+2,
18.725586,3.96000000E+2,
18.737793,3.96000000E+2,
18.750,3.72000000E+2,
18.762207,3.76000000E+2,
18.774414,3.89000000E+2,
18.786621,3.76000000E+2,
18.798828,3.85000000E+2,
18.811035,3.88000000E+2,
18.823242,4.20000000E+2,
18.835449,3.72000000E+2,
18.847656,3.77000000E+2,
18.859863,3.78000000E+2,
18.872070,4.05000000E+2,
18.884277,3.97000000E+2,
18.896484,3.88000000E+2,
18.908691,3.86000000E+2,
18.92090,4.01000000E+2,
18.933105,3.92000000E+2,
18.945313,3.87000000E+2,
18.957520,3.66000000E+2,
18.969727,3.60000000E+2,
18.981934,3.54000000E+2,
18.994141,3.63000000E+2,
19.006348,3.76000000E+2,
19.018555,3.51000000E+2,
19.030762,3.54000000E+2,
19.042969,3.53000000E+2,
19.055176,3.63000000E+2,
19.067383,3.76000000E+2,
19.079590,4.14000000E+2,
19.09180,3.58000000E+2,
19.1040,3.69000000E+2,
19.116211,3.84000000E+2,
19.128418,3.45000000E+2,
19.140625,3.97000000E+2,
19.152832,3.32000000E+2,
19.165039,3.66000000E+2,
19.177246,3.93000000E+2,
19.189453,3.71000000E+2,
19.201660,3.62000000E+2,
19.213867,3.40000000E+2,
19.226074,3.70000000E+2,
19.238281,3.73000000E+2,
19.250488,3.59000000E+2,
19.26270,3.65000000E+2,
19.27490,3.79000000E+2,
19.287109,3.55000000E+2,
19.299316,3.44000000E+2,
19.311523,3.32000000E+2,
19.323730,3.56000000E+2,
19.335938,3.69000000E+2,
19.348145,3.83000000E+2,
19.360352,3.52000000E+2,
19.372559,4.30000000E+2,
19.384766,3.49000000E+2,
19.396973,3.72000000E+2,
19.409180,3.51000000E+2,
19.421387,3.67000000E+2,
19.433594,3.52000000E+2,
19.44580,3.96000000E+2,
19.458008,3.29000000E+2,
19.470215,3.40000000E+2,
19.482422,3.33000000E+2,
19.494629,3.35000000E+2,
19.506836,3.79000000E+2,
19.519043,3.16000000E+2,
19.531250,3.54000000E+2,
19.543457,3.57000000E+2,
19.555664,3.30000000E+2,
19.567871,3.35000000E+2,
19.580078,2.98000000E+2,
19.592285,3.35000000E+2,
19.604492,3.29000000E+2,
19.61670,3.43000000E+2,
19.628906,3.44000000E+2,
19.641113,3.52000000E+2,
19.653320,3.26000000E+2,
19.665527,3.29000000E+2,
19.677734,3.19000000E+2,
19.689941,2.95000000E+2,
19.702148,3.54000000E+2,
19.714355,3.50000000E+2,
19.726563,3.08000000E+2,
19.738770,3.20000000E+2,
19.750977,3.48000000E+2,
19.763184,3.31000000E+2,
19.775391,3.25000000E+2,
19.78760,3.51000000E+2,
19.79980,3.63000000E+2,
19.812012,3.39000000E+2,
19.824219,3.10000000E+2,
19.836426,3.00000000E+2,
19.848633,3.34000000E+2,
19.860840,3.23000000E+2,
19.873047,3.27000000E+2,
19.885254,3.47000000E+2,
19.897461,3.22000000E+2,
19.909668,3.28000000E+2,
19.921875,3.37000000E+2,
19.934082,3.47000000E+2,
19.946289,3.53000000E+2,
19.95850,3.45000000E+2,
19.97070,3.30000000E+2,
19.982910,3.23000000E+2,
19.995117,3.15000000E+2,
20.007324,3.51000000E+2,
20.019531,3.45000000E+2,
20.031738,3.70000000E+2,
20.043945,3.35000000E+2,
20.056152,3.27000000E+2,
20.068359,3.39000000E+2,
20.080566,3.60000000E+2,
20.092773,3.23000000E+2,
20.104980,3.27000000E+2,
20.117188,3.58000000E+2,
20.129395,3.42000000E+2,
20.14160,3.17000000E+2,
20.153809,3.01000000E+2,
20.166016,3.49000000E+2,
20.178223,3.25000000E+2,
20.190430,3.11000000E+2,
20.202637,3.39000000E+2,
20.214844,3.20000000E+2,
20.227051,3.26000000E+2,
20.239258,3.33000000E+2,
20.251465,2.91000000E+2,
20.263672,2.98000000E+2,
20.275879,3.32000000E+2,
20.288086,3.48000000E+2,
20.300293,3.37000000E+2,
20.31250,3.40000000E+2,
20.324707,3.35000000E+2,
20.336914,3.08000000E+2,
20.349121,3.00000000E+2,
20.361328,3.01000000E+2,
20.373535,3.10000000E+2,
20.385742,3.22000000E+2,
20.397949,3.01000000E+2,
20.410156,3.48000000E+2,
20.422363,2.98000000E+2,
20.434570,2.85000000E+2,
20.446777,3.09000000E+2,
20.458984,2.95000000E+2,
20.471191,3.18000000E+2,
20.48340,2.94000000E+2,
20.495605,3.38000000E+2,
20.507813,2.89000000E+2,
20.520020,3.21000000E+2,
20.532227,2.84000000E+2,
20.544434,3.16000000E+2,
20.556641,3.54000000E+2,
20.568848,2.96000000E+2,
20.581055,2.89000000E+2,
20.593262,3.28000000E+2,
20.605469,3.16000000E+2,
20.617676,3.19000000E+2,
20.629883,3.00000000E+2,
20.642090,2.98000000E+2,
20.65430,3.02000000E+2,
20.66650,3.03000000E+2,
20.678711,2.84000000E+2,
20.690918,3.07000000E+2,
20.703125,3.40000000E+2,
20.715332,3.07000000E+2,
20.727539,3.06000000E+2,
20.739746,2.94000000E+2,
20.751953,2.99000000E+2,
20.764160,3.00000000E+2,
20.776367,3.10000000E+2,
20.788574,2.75000000E+2,
20.800781,3.29000000E+2,
20.812988,2.99000000E+2,
20.82520,3.04000000E+2,
20.83740,2.92000000E+2,
20.849609,3.00000000E+2,
20.861816,2.51000000E+2,
20.874023,2.90000000E+2,
20.886230,3.18000000E+2,
20.898438,3.07000000E+2,
20.910645,2.74000000E+2,
20.922852,2.88000000E+2,
20.935059,3.08000000E+2,
20.947266,3.14000000E+2,
20.959473,2.93000000E+2,
20.971680,2.64000000E+2,
20.983887,2.99000000E+2,
20.996094,2.72000000E+2,
21.00830,2.71000000E+2,
21.020508,2.90000000E+2,
21.032715,3.13000000E+2,
21.044922,2.75000000E+2,
21.057129,2.84000000E+2,
21.069336,2.68000000E+2,
21.081543,2.94000000E+2,
21.093750,2.74000000E+2,
21.105957,3.01000000E+2,
21.118164,2.89000000E+2,
21.130371,3.00000000E+2,
21.142578,2.97000000E+2,
21.154785,2.58000000E+2,
21.166992,2.95000000E+2,
21.17920,2.86000000E+2,
21.191406,2.90000000E+2,
21.203613,2.65000000E+2,
21.215820,3.13000000E+2,
21.228027,2.54000000E+2,
21.240234,3.03000000E+2,
21.252441,2.75000000E+2,
21.264648,2.73000000E+2,
21.276855,2.68000000E+2,
21.289063,2.84000000E+2,
21.301270,2.93000000E+2,
21.313477,2.67000000E+2,
21.325684,2.62000000E+2,
21.337891,2.66000000E+2,
21.35010,2.71000000E+2,
21.36230,2.71000000E+2,
21.374512,2.75000000E+2,
21.386719,2.64000000E+2,
21.398926,2.88000000E+2,
21.411133,3.07000000E+2,
21.423340,2.59000000E+2,
21.435547,3.08000000E+2,
21.447754,2.58000000E+2,
21.459961,2.77000000E+2,
21.472168,2.49000000E+2,
21.484375,2.71000000E+2,
21.496582,2.80000000E+2,
21.508789,2.60000000E+2,
21.5210,3.01000000E+2,
21.53320,2.66000000E+2,
21.545410,2.59000000E+2,
21.557617,2.87000000E+2,
21.569824,2.64000000E+2,
21.582031,2.97000000E+2,
21.594238,3.01000000E+2,
21.606445,2.87000000E+2,
21.618652,3.01000000E+2,
21.630859,2.58000000E+2,
21.643066,2.69000000E+2,
21.655273,2.79000000E+2,
21.667480,2.53000000E+2,
21.679688,2.74000000E+2,
21.691895,2.73000000E+2,
21.70410,2.64000000E+2,
21.716309,2.72000000E+2,
21.728516,2.66000000E+2,
21.740723,2.62000000E+2,
21.752930,2.73000000E+2,
21.765137,2.75000000E+2,
21.777344,2.41000000E+2,
21.789551,2.42000000E+2,
21.801758,2.78000000E+2,
21.813965,2.61000000E+2,
21.826172,2.89000000E+2,
21.838379,2.60000000E+2,
21.850586,2.96000000E+2,
21.862793,2.25000000E+2,
21.8750,2.40000000E+2,
